image,prediction
0_4.png,<ь
0_0.png,(мж
0_1.png,0+
0_9.png,АХ
0_3.png,(
0_5.png,~
0_12.png,"мо4
0_15.png,Ёж
0_16.png,445 -
0_10.png,Э
0_11.png,'иям
0_2.png,КС ,
0_14.png,ЖЧ~
0_6.png,1  Чроокл%
0_8.png,УИЛАД )
0_7.png,(И ~
0_18.png,(
0_19.png,Ко^х -
0_17.png,М >
0_13.png,[~ м
0_27.png,Эч
0_28.png,(Чдь
0_22.png,(+~
0_20.png,О*
0_24.png,{9{("
0_26.png,({&Ж 
0_32.png,Ф
0_25.png,%ъ~ "
0_31.png,0
0_21.png,+
0_36.png,%имх
0_39.png,%  -
0_35.png,(~ ^
0_30.png,к(
0_37.png,К~и
0_38.png,И
0_23.png,2.0
0_33.png,И -
0_29.png,(~ЩЧ1 9
0_34.png,(ЖЧддии
0_40.png,К
0_42.png,Ххж д 
0_41.png,ОЖжМ} -
0_44.png,{] '^$
0_43.png,{~мх л
0_57.png,Я10
0_56.png,О~
0_46.png,Ьж@~ы
0_45.png,~чя
0_48.png,(( ,
0_49.png,Чхж%
0_59.png,(
0_53.png,1~
0_52.png,<{д^%6
0_54.png,'ЪИЮ
0_47.png,К
0_51.png,%ж-0
0_50.png,1 ^
0_60.png,~/*
0_58.png,(~~[{Л* ,
0_62.png,1 {~
0_55.png,Чм мжж,л
0_65.png,%
0_61.png,~
0_66.png,~ЮД Ф*
0_64.png,[' .
0_72.png,6
0_63.png,'[л
0_67.png,Илии ,
0_68.png,хм. }
0_82.png,С
0_81.png,{ <
0_69.png,({41  ( 3Ч
0_71.png,фмоои
0_80.png,~
0_79.png,(((
0_77.png,Ч;
0_75.png,1 %
0_85.png,&(Фщих 
0_73.png,(~} "
0_78.png,(% ш
0_76.png,(*~
0_70.png,ЧАЖщо
0_74.png,99 " ~ ^}о
0_84.png,(и&
0_87.png,1
0_86.png,И%1
0_88.png,[ 
0_83.png,( -
0_90.png,К
0_89.png,'1-
0_98.png,~~ж{ ъио
0_96.png,~Жъд4
0_92.png,1<
0_102.png,@"мжз
0_103.png,$с ч%м%
0_99.png,10
0_91.png,~Чри
0_101.png,И
0_106.png,'мдм)м
0_104.png,#  'ид % {~ 
0_100.png,{/
0_93.png,('
0_97.png,[
0_94.png,'н&
0_109.png,@жл
0_95.png,(~1]'Ч 1
0_105.png,{,}
0_108.png,КЧА
0_107.png,(ЛИ
0_110.png,[~}Я
0_111.png,[-~&
0_113.png,'{
0_120.png,(О'/1
0_121.png,{Кж%ич
0_122.png,@~%~
0_112.png,[жжм 0
0_126.png,~'итс*о
0_127.png,%с_Ъ С %
0_128.png," ',оы
0_117.png,~4ъч
0_114.png,4
0_116.png,%
0_118.png,[ 
0_115.png,[
0_123.png,'лиы
0_129.png,фАУМЧЧ?оъ "
0_125.png,'~ал
0_135.png,Сэ4
0_131.png,910  ! .
0_130.png,~к+( 3
0_132.png,Ку~о?
0_134.png,(Ж(
0_136.png,1 >
0_137.png,(з/~
0_139.png,С
0_133.png,КЧЖ&
0_138.png,{ {диж
0_146.png,{~(
0_145.png,!4м( ~< .
0_143.png,{{Чъ
0_140.png,иЖ
0_141.png,и
0_150.png,1
0_151.png,С }ч:
0_142.png,у С -
0_147.png,*
0_153.png,'" ^
0_154.png,[ , ,
0_148.png,Ч о6
0_155.png,~{_ ^
0_144.png,(Фт%?ио
0_152.png,(Ъ ,
0_149.png,ЧФ ~
0_156.png,К/ ЯЧ~ы
0_158.png,(({  ж #
0_163.png,'Ж ,
0_160.png,~И~ ,
0_157.png,Я
0_162.png,ОЮМАя
0_171.png,(ДУКХУКЧ
0_165.png,Ччж&
0_159.png,(/ ~~%
0_166.png,И
0_161.png,%
0_164.png,К  .
0_174.png,(~~
0_170.png,{ы8м. 1
0_176.png,{яжц
0_167.png,т(    д~  ж ,
0_175.png,Жь
0_169.png,С
0_168.png,(~ч ,
0_173.png,6
0_172.png,{чудл " _
0_179.png,^~>
0_177.png,(
0_182.png,Ч'&ъжа "
0_185.png,(,ч
0_178.png,~%Лм: ,
0_190.png,(ФЛ &
0_183.png,9'
0_180.png,(^~ ,
0_181.png,К
0_188.png,1г
0_189.png,0
0_187.png,Ф~и .
0_184.png,~?_~дч
0_196.png,(о
0_195.png,(~и ,
0_191.png,(+@ъ
0_186.png,9оч(
0_199.png,Чш_  3
0_194.png,[Д
0_193.png,9а я
0_192.png,^ИА(
0_200.png,{
0_197.png,Яомчы -
0_201.png,%
0_202.png,Кюкс
0_198.png,(
0_207.png,Д~$
0_206.png,( Л-Д
0_205.png,'д
0_203.png,13
0_204.png,<^"%з 
0_210.png,(
0_209.png,[Э 
0_211.png,И
0_214.png,И(@И  :
0_212.png,110 -
0_208.png,~ч~%
0_221.png,(;{ц и
0_213.png,[~~{
0_215.png,(жь
0_217.png,'"иЧмъч&
0_219.png,{мж 
0_216.png,,с-%д&ы
0_218.png,ФУ(;ЖЧ{Си1 "
0_220.png,~Чч
0_224.png,110  @ д~ &
0_222.png,~сй
0_223.png,{ Чи
1_226.png,1 -
1_227.png,(~`С~
1_231.png,'К~
1_228.png,{52%4
1_232.png,6
0_225.png,'( {
1_229.png,Ж
1_234.png,иЧ -
1_230.png,м =
1_233.png,Аки
1_242.png,(
1_240.png,Чд
1_238.png,%с
1_241.png,'~дч
1_239.png,1
1_237.png,@~Чи ,
1_246.png,1<
1_236.png,Ом
1_243.png,'Ьюиъ&
1_235.png,Эф& И
1_247.png,^ 
1_245.png,о{зч
1_244.png,Чш
1_252.png,(('@$ .
1_248.png,'лжу 
1_251.png,Ф(у
1_261.png,6~~жчмэ ,
1_250.png,~
1_265.png,%
1_253.png,(&$
1_249.png,{(
1_260.png,И
1_256.png,1 6
1_258.png,Ьс
1_262.png,Хж
1_255.png,%
1_257.png,~ ,
1_254.png,и
1_259.png,(мд"(ы .
1_266.png,И
1_268.png,<01+
1_263.png,Ч
1_269.png,Ччмжо% ,
1_264.png,~Ал
1_271.png,(ъи.
1_267.png,~ Ф
1_273.png,^~  .
1_270.png,[  мЯч{~чц ,
1_278.png,И
1_277.png,Их}ч{1
1_272.png,~Ф
1_279.png,'Чмч '
1_275.png,Чеч~_
1_284.png,Эм ж
1_281.png,К
1_283.png,['
1_274.png,Ффоё
1_282.png,(Ъ@@ Ъ' >
1_276.png,#М
1_280.png,~  %
