image,prediction
images_group_62_9074_3718.png,070
images_group_62_9074_3719.png,Йммоо ичмоскфчм
images_group_62_9074_3720.png,Ябелилехчн6м
images_group_62_9074_3721.png,6"#+~</<?3
images_group_62_9074_3722.png,бупершиночам
images_group_62_9074_3723.png,Лал%
images_group_62_9074_3724.png,деичдшчьиме
images_group_62_9074_3725.png,о!60с7
images_group_62_9074_3726.png,Линиу
images_group_62_9074_3727.png,п
images_group_62_9074_3728.png,о?"нч%
images_group_62_9074_3729.png,ое.ее6
images_group_62_9074_3730.png,7ч00
images_group_62_9074_3731.png,60
images_group_62_9074_3733.png,кичи
images_group_62_9074_3734.png,шчавнную
images_group_62_9074_3735.png,"#016044
images_group_62_9074_3736.png,'ечм
images_group_62_9074_3737.png,8"6/
images_group_62_9074_3738.png,"4400#4
images_group_62_9074_3739.png,{л0+0свч+4
images_group_62_9074_3741.png,нч`
images_group_62_9074_3742.png,втитае
images_group_62_9074_3743.png,Усм'ину
images_group_62_9074_3744.png,вше
images_group_62_9074_3745.png,"0~
images_group_62_9074_3746.png,оше3
images_group_62_9074_3747.png, 0
images_group_62_9074_3748.png,т0ч0чтл
images_group_62_9074_3749.png,чюч6
images_group_62_9074_3750.png,?0
images_group_62_9074_3751.png,1881
images_group_62_9074_3752.png,1008
images_group_62_9074_3753.png,._7!?,,+7^ '
images_group_62_9074_3754.png,1:2~...;:
images_group_62_9074_3755.png,0'7+^*+1<
images_group_62_9074_3756.png,.-(,.;',# ,++++
images_group_62_9074_3759.png,86
images_group_62_9074_3760.png,8!+
images_group_62_9074_3761.png,1884,32
images_group_62_9074_3762.png,(-=/^20
images_group_62_9074_3763.png,кжеьчч
images_group_62_909_5796.png,6'032
images_group_62_909_5797.png,00.
images_group_62_909_5798.png,@^и лии^/
images_group_62_909_5799.png,2
images_group_62_909_5800.png,/ш=
images_group_62_909_5801.png,тимеич
images_group_62_909_5802.png,(йх 0
images_group_62_909_5803.png,Оппеиниси +
images_group_62_909_5804.png,'рш
images_group_62_909_5805.png,е4 4-((9/
images_group_62_909_5806.png,Амиу
images_group_62_909_5807.png,40
images_group_62_909_5808.png,ето0
images_group_62_909_5809.png,4т.+
images_group_62_909_5810.png,чекоа8
images_group_62_909_5811.png,{
images_group_62_909_5812.png,пшикчичиь
images_group_62_909_5813.png,ечи
images_group_62_909_5814.png,Ае0
images_group_62_909_5815.png,шчмиичя
images_group_62_909_5816.png,Ооеичй
images_group_62_909_5817.png,пеичити% ?
images_group_62_909_5818.png,Тутолиняуима .
images_group_62_909_5819.png,а/
images_group_62_909_5820.png,@лсез 
images_group_62_909_5821.png,ути ид иничи
images_group_62_909_5822.png,Уегиоитрь
images_group_62_909_5823.png,денеио
images_group_62_909_5824.png,Ш
